CHAIN,SENDER,ASSETS
zkevm,0x71188b259DC6EFA73b9353d57FC2b338de7CF8b9,0.1
zkevm,0x5b8257cdB455DEaFAA3a75956c55495B4e6d1Cb1,0.124025
zkevm,0x10959793B782BC0414f57F4Ecc92371641B1b4a1,0.1
zkevm,0xB2Ba2109F2838E913F5d62d5b8889e557E5D852E,1.8
zkevm,0x97B4FF9F32f0f655603bc75354295bAe630F4D82,1.5
zkevm,0x8b9eA54E89F15Cd9B8a2Ba4c2aE07bEc937e9137,1.0
zkevm,0xD380214fd20Da2Ff6ebE7E813f593c8f9B78063A,1.9
zkevm,0xa08220E694CBa2FB66ECcd658e0c5F88E239AFB0,1.55
zkevm,0xC2eCBaD563eD79af01b0fb8FF36e34543D134EE8,10.0
zkevm,0x534619104A9248B55a0293BF32E64Ef939D8b5d0,72.363334
zkevm,0x288457AC35bBdF035845acB7F2A310BbF7a74c52,1.0
zkevm,0x79923B07D70023D38E0654A09DD463107B0B948d,0.011
zkevm,0x4A04B76F5AC446541A8d10b776B52947FA8bc6E8,0.01
zkevm,0xb7bC7F66a044AdE9bc5faeC4374CA411a8b66e66,0.01
zkevm,0x7596AC61b616D16bF54d0bAAdf3f3B3d4B191EBC,0.01
zkevm,0x7919Ae47266183c4F8bb34e71FAc52fCa0DF899C,0.01
zkevm,0x6E0c6899b7542A248fD398B40101f164e39201BE,0.001
zkevm,0x614Ac1393A471Ee29370881f701228cB728Bd6Ee,4.0
zkevm,0xf2Fc892056888E637cB2d77f0cd03b05676dBd5e,0.009999
zkevm,0xE4138f8235a2B15b479cb844872434200A24C28b,1.0
zkevm,0xE097C9d9af8689AA9Df75401735e5ac487D6dfa5,12.333726
zkevm,0x0C4EDF2aCfc2b49B18285CDd7962A28422b53eec,2.0
zkevm,0x1a62e7aF4C95AE14fE60e275Fbf00d30130FE34F,10.0
zkevm,0x5F1F6C7ae6944Ef82966365946C1eeb2Ea7a9505,0.03
zkevm,0x152bA4A0fd605D5b82a547D5A0618b169e7F4F19,0.5
zkevm,0xe4775ec96b072f77D613b6A9442dBba98237bc5b,0.1
zkevm,0x9211853288Af359d4049268417ef286ceE726C82,5.134468
zkevm,0xe5ea9e80691fF6576e09e6D8939bb844BEd7BAe3,0.1
zkevm,0xed1426A8B06bD1328C3640d94e70E8c04f42F72e,0.01
zkevm,0xcd0b67a61E5e8F4616c19e421e929813B6D947df,0.01
zkevm,0x264b9ca2AC81e7221D39C834c0C21F258ECF4B08,15.0
zkevm,0x35B884c6D8e35a08431462c85288df9e65EDB631,0.02916
zkevm,0x35fc77AB8F5e9be49a181E2D7CDD5C08cf52c8A8,5.0
zkevm,0xda557D7Ed6ca91606Aa4D740642262a9B0625384,0.1
zkevm,0xf4A9Aa53890125DD3FF2167a154D9541dFcb2692,3.0
zkevm,0x05A4DfF7e042A154fA8559dFBD0DeeBc0C5012e3,5.0
zkevm,0xa4349642B800b528eF38B6f9250ab949BfF621de,4.999998
zkevm,0xa585ab2eF8D14c4D1577bde3bfB30633F21adF6d,3.839351
zkevm,0x7E8034B65B68Ee2a00FA536Dda40893749E6d21E,2.0
zkevm,0x06f84deCBC37EC87cBfa5285A5e6c8f56f0E377A,2.944258
zkevm,0x20388E6E4395a150aeffC619F6b7210223a19CA3,2.0
zkevm,0xCFfc7367bdA201bB5eF8DE7Fb03B40139785c70E,5.011
zkevm,0xeF7A834A3e7748a6985898bADe117d4D9AB6C177,0.01
zkevm,0x4A06F2320B17040001174331a4EF89C8214bBf43,5.0
zkevm,0x4E19C754397D423d4f67Ac8683e3dF030f5d7d15,0.0739
zkevm,0x38430336153468dcf36Af5cea7D6bc472425633A,10.0
zkevm,0x00FdDf15962fd7a4381E83dC82645Cf2a45db33D,5.237852
zkevm,0xEfbC53e0AFdc9f649Bc1Ab692461df57E70A560f,0.009998
zkevm,0x940f5293be23c4d06F9F561F2Df79457D3782e1e,0.099998
zkevm,0x595095aCbc628473AD817e58A3A79ae861F8848f,0.009999
zkevm,0xb1565e555eF57C62133d813aB2DB22D490393AEE,1.0
zkevm,0x2e5C65E295409F5f2722bfb3e6e22B04ebAF9197,0.1
zkevm,0x6b214B634c7D1bFbC911601a485D1E39b6edA704,9.387048
zkevm,0x4c710B38199f589DD769D36eD52b6d0170cb83EE,0.009999
zkevm,0x68aC4708267F1B38Cfc18Cd7245b1C0A8571C5c2,0.00807
zkevm,0xD9a0a16E5A634bF5a02962b667f17C65bAE14086,0.1
zkevm,0x73B41FAfc67fbee0Afd35EAEAba76e7468083f07,5.17632
zkevm,0x6359b350acE096b5d9979161be666C93575c796F,0.1
zkevm,0xE7219ff5bD19c0d2a1A21786570E56d12D656467,1.0
zkevm,0x52a6Ee7a0DF6C541cc7BFd66AAfA45748A962DA3,14.75781
zkevm,0xE014c63C33777b1EeDECe48f7E5de886E541bc7c,3.699578
zkevm,0x973fe58c8253782234dC35a47e18FD1452FDE26C,1.01
zkevm,0x1001c19e420B354Ac2576904d7BcA2000Fb07C9E,2.0
zkevm,0x274784D73dcC0cfd696B84637F34ca9e63ddCA5F,0.11
zkevm,0x6F1E8B7d7C4532b0297774b4bC7E8DB56E21102c,0.25
zkevm,0x528c324AC65EC7F023E1cC9dB1f4858C2aC25791,0.1
zkevm,0xcA47059f9C32A521f4D3C1A28d0700Dcdf96542f,1.0
zkevm,0x654D9046070A51Af83fF692d367Faf8C1970C887,2.0
zkevm,0x868B66eB770663c3911eaadCF17840C1Aa24f8c1,0.5
zkevm,0x75441C04D34e79199669aF38fEd65C03a9Cd91d5,0.0001
zkevm,0x61d6d4008a680441D03AB1694A7B41e04ef3089F,1.340183
zkevm,0x77fe724E8AE0a96051253e54e2140bC7fc8f4472,1.999997
zkevm,0x84Ecf15af6fEC307aFeAB934b46947967Bc02d5f,0.5
zkevm,0x11967a9dD377d01570406EAb1916ee1241a3c3F5,0.499998
zkevm,0xDE44FFAAFa977792B17C7a5FD9eDbEEC4024311D,1.0
zkevm,0x443C6247fEaD4E6e59fD68B909f1557EB98D8C6f,0.5
zkevm,0x786192AD115eA114A037585BE5a1d7cADD8C7B61,1.0
zkevm,0xD6A9a6134a3C278f0a2CeCbc86B26780e54d9f8d,0.5
zkevm,0x3B2Ae6DB08362C1c52a22C6E44902BEe097c4E4a,13.454137
zkevm,0xe284043C24eCd663DC9859f10E2DDdfF156485FB,4.858166
zkevm,0xD2defFe956C02635452C2d56bA4fD0A063186e00,2.372266
zkevm,0x2Ca810310d3F2d79f654532F517Ea0ed2e041aa4,0.124663
zkevm,0xE9e71AA6c8639403E39755F6B0A3805d9Cb8d057,0.1
zkevm,0xd0C57a1bc1f291d2c2Fef2bf70D48A7F5a9aD00D,21.0
zkevm,0x2a5a847DFeF231ED9a680d32C3Bb39582423E72F,0.039743
zkevm,0xb3389F3eDacDfD48603F2F06895A2B2A8a96952f,4.686749
zkevm,0x54f6Cd92166abE18bb5bdA826b33f4bca553975E,0.148856
zkevm,0xf99C8873B972b4192e789F55AB954188D0d9A133,0.01
zkevm,0x20897a7D7e7bdC6Fd1245561Ee2214D47EdBeff2,0.1
zkevm,0xF2a7594190D0A719F43bB79F90A45414282E0261,29.056085
zkevm,0xa0cAc57Acf9F2f2FbE34801F707FBd5c54039bC9,0.25
zkevm,0x4a9F8350172611Cd7c5540eCaBCed0518175EdFA,5.0
zkevm,0x1B9A738Aa3764BC9Fe80B1493A00F121e5b63821,0.11
zkevm,0x9402153457C7FA0A7521864d308e944C90233b22,12.216401
zkevm,0x51c47a2f7D38cc175b53c8ccCb64Ad526D057EED,0.498954
zkevm,0x341EE364787E660cE58CED5AaC20A98A1d75c79e,5.1
zkevm,0x1CbD1cd53dD1a91b15adE97F5D78bb54dB598538,1.0
zkevm,0xC7d15f80A49F396e9D5B0c07DB9D727deEaE52fc,502.688937
zkevm,0x8c36993B0A4B853e99DbDf342d04639C471F787f,0.2
zkevm,0x55826f7459236341EE817F0478ee7832Cd6F2E7F,1.2
zkevm,0x24ae47299481Ab53f9c12Ac1e8d7B035D41B3502,0.049999
zkevm,0xCd67Af21e9b66b2872Add04f6928b78B405333c3,0.01
zkevm,0xF851CE56Caec96c0DFF74173aFC15966a0070B8C,0.01
zkevm,0x41F219C81722f3D2244F6f381E725E1f4875E796,1.2
zkevm,0x0f8D3248a3DF3a6FfD486F79e5C283e37a75A6B5,1.412264
zkevm,0x8046679A713773d79fbF5E38669F31923e00267e,29.947449
zkevm,0x5538a75ebe2BABBCB65e47009161E6c4aEFF0A29,20.654912
zkevm,0x42e86399Bf7A083C3fd967D0853A1DaC96854b14,5.0
zkevm,0x3d0e17Aea3981f9DC0522e7bFB844c80ED3dDCFd,0.1
zkevm,0xdEA9ac7505fd31E35034f5E30391fbBC50af481F,2.718238
zkevm,0xD6a02bbcc789BEcA35b72bdf1092AF64ce019193,1.0
zkevm,0xADa29d37eF1ac3Df5D76413eCF752013F7870202,0.000009
zkevm,0x6fe7F3BC9A5F94a0a4bb3513ce23c8A2A17FC367,5.355903
zkevm,0x76a38B1Fb8b7f3D6214731f9442205B4EAEF6062,0.1
zkevm,0xfDFb9873e616FbaC3D0aC68a35c7F1298CB5a0aC,0.1
zkevm,0x69CC2691ad65B6d0A7B22E55e569CD3a53bcb0aF,5.0
zkevm,0x9c29ce1b8A39F2eBd20f72D1aD52Acf916762644,1.940976
zkevm,0x973d6b30fcB1fea724A2CDF0A4A873be236AcC13,1.0
zkevm,0x551170f95Bdc3FcC2549C8Cdc0933e8B8D4665F2,0.1
zkevm,0x0BfbEadc6CC8e736bDb007b5bA27cE730E9d3d30,0.1
zkevm,0xf8999215681aD58be57fa3AdEE6cD84875013069,0.054222
zkevm,0x6D8a435FB3F612F21308BAB4bB946c610e90D1C4,0.5
zkevm,0x4E4a0cd4DEF8A9781D24eF0dB6F7B946e32477E4,10.0
zkevm,0xc0229733799A32FCBDA487554867239B341bF958,9.6509
zkevm,0x727A4841B9c08Ec2F4b2F6D6bc8108b8A77e86EF,201.796019
zkevm,0xD599D2609FaddaF5F79f834a6F5c6f6d2FD8F5A7,0.21
zkevm,0xF35E407c116C2e166523411952616a55764d4d17,0.1
zkevm,0x50E87Ad4142A7EBcfce3B16d32Ea8537401aAd4a,1.0
zkevm,0x5bD660521717b05Fa1643209d9c727fCe4d8116F,0.295582
zkevm,0xC2e73aF231486D915AF24f9Ed4257Ca02D100812,0.5
zkevm,0x506d4b72CF7a0AC435E47Bec2B55CB0a6e0CE079,0.5
zkevm,0xE8d8B73CCC85dEd891ad41893Ebbb0d684350E04,0.5
zkevm,0xb3c072cF3E341e68Dd17d1A8A8BcB2E681067598,0.06
zkevm,0xB92Ba60496b3Dc4848306752D60F83BaDa1E98fF,0.1
zkevm,0xCcE05dbfB9Cb6Abb1fd820ae1e8eEeA1fb404018,1.0
zkevm,0x1Da7Ab132c39d2853ff8E54881039bDA9A3C3873,0.1
zkevm,0xb379DD027643e23df9762A7dd011ABF0c0DF95F4,1.0
zkevm,0x3c70AA4926394a393c623C90D6dc63360afF3D94,0.2
zkevm,0x8AEfea79c86538B17F1B4e4dc321E1e86B8cac40,0.1
zkevm,0xDE38e42B21963602b18f6a39723639C94bdA84C0,1.440321
zkevm,0xaa5EB82A53D79C0F8953A46B23504571Cb68Af52,0.02
zkevm,0xCF9631eC83ca364AC4B21276258aE0D3520E64D9,1.0
zkevm,0x6cAbf068CF43bECCfbeA0eE0D939988c83FE596B,0.029884
zkevm,0x81804eCdb503f281e23F91382Ba99Fa04A76e6D3,0.01
zkevm,0x6bca4082e453961BF52F439C2938bD20df65e6E0,0.01
zkevm,0xA8908DDa1EA14676d207afF66C6F25FD40637b28,0.01
zkevm,0x00e82D0cA814a8Be41cdBB455f8C58CF2ccFea8a,0.01
zkevm,0xa2Bd29A1dE6Cf82055887c21861f10F52E37826C,0.01
zkevm,0xc5c76E83d36ACF727E7093BD3d17C6B9ffFf44Bd,1.1
zkevm,0xF0AD17ba90070C12A34b49cA59772dE5E01c0722,1.1
zkevm,0x08BBA186Abf786eaf7BdFdfafDe604073531FA35,0.01
zkevm,0xE73182A6e0cEBB670BfBCd71768aCE67CA30686e,1.0
zkevm,0x918cEBa1ce6E71217a959fCA88F66f8114792F22,5.0
zkevm,0xA425fE8b53B1386ED496DD3EE143F2d8c3A624D3,0.1
zkevm,0x862B1673677D2A3871c3eF73e1b8623cfcE99689,317.10473
zkevm,0x28C118Cb932bd3037634789b0A780F6b01e77faD,0.05
zkevm,0xE7B28cC28614fdd07F3b9597a59807AE5fC74c38,1.0
zkevm,0x92cAf28870f9BfdDbc8F34af3919a09Fb013b603,4.0
zkevm,0xbb4bde19B83d3392CE0C846d9e3292Dd80eBe076,0.1
zkevm,0x25c8E67261fc3EE0549296767ae48Fbe01850C38,1.848462
zkevm,0x30C1fd89217Ddb02Ee8547c419eDcB6042404Bd1,24.762691
zkevm,0x8b8c9221eB05A3E183fF525B222D954E8cAA574e,0.1
zkevm,0x1DD40ab953273fD215b40afd021c90d4A4A9c1B6,1.0
zkevm,0x5da4023419357D87e1d12c6133861fd903834Ac3,0.2
zkevm,0x66360c2B9ad75e5808d8f5cF8336f3F89600ed0C,5.0
zkevm,0xa46B952BBb5C72aA14D9617E07b0Fc7Fa914478e,0.15
zkevm,0xF4037c903B3b6AB47C2Ae8e733C5934829f705D0,0.1
zkevm,0xd34f2ecfC4b30B1248B21D61507941c60d306cA1,1.0
zkevm,0xAE39563CdECf493B59f6d27892223D2Fb2b7a71A,4.000215
zkevm,0x984886312107a9ae23B8290D6C1D519A737283A2,0.01
zkevm,0x0136B00bE94eD8Ea798F40e37135596337305461,9.918464
zkevm,0xfaA45507F56E22A9349111d62fa059ff8B729Ab7,0.1
zkevm,0x6234957098461E5dD62AF9d984185e2d69113499,0.1
zkevm,0xa1B6aCBfC6fa1f9319EdF219024D05849Eb78E10,11.696394
zkevm,0x23b4c21e96BB213C1563F6f189131A570BA94718,0.1
zkevm,0x24749AedF18208aB74A8110E07E820286Bb5acf8,0.099998
zkevm,0x470e2C101884d0686327547a7B1b96A5c741f34e,20.0
zkevm,0x233d428Aa827C7682F3d3CA6a9c23E686EC17502,0.1
zkevm,0xf091528F78AF9616482E57Cb0ac76b305271028a,0.001
zkevm,0xAf1c383ce06debbf9f3C91349FD03CF651221121,0.1
zkevm,0x4316c8275A46878837a0AaE31E5741E6C0665d72,1.51569
zkevm,0x47ACAeE373848a266A220125203460E3921677Ed,0.1
zkevm,0xCc4f1cb6064A69aC83A5133FFCf09217ae33c2CF,4.985436
zkevm,0x017d4046663DDFF007ac24F10c78423F8DE638Eb,0.01
zkevm,0xaaC18004b8da51E8f9634649Ea8a0af107691af5,0.05
zkevm,0x5d280E9b02E871db5ce85b9bE186b30253BA3685,0.029997
zkevm,0x78bB65eD1476Ae1B7168193699ae94B766a121Ee,1.0
zkevm,0xb3De3b6Ac5F8e7b41B834C1509fdd0E56887C9B0,0.01
zkevm,0xFe76cA309a550827B6fbD272DCe74879b21d9292,3.242569
zkevm,0xD29f97E32CDd04C3aF3C0e01fA313c3b9fdf5CEB,1.818756
zkevm,0x3291e446FdeC4B2F53bc4FC6C7f847A28E7C9055,3.735988
zkevm,0x571C9B09aFe7248421563e7958459413B3af98fc,0.1
zkevm,0x951e90C02409f4b153C22b1fe3cB8A826b7379CF,0.000498
zkevm,0xcC5718D37e4d39535F386Ddc9DB18d887d029aaD,14.263413
zkevm,0x90e9Ecc016A6971Cd28ceE85C53e72517A451a38,2870.252772
zkevm,0x44a172579f05CDC36820A66c8AE555CdC91C1E73,20.0
zkevm,0xbEc6606A5C665a176Db1300E24d7f0AFEE98E3C4,1.0
zkevm,0x46331769A8a01947E07C310704893076a3409d36,7.5
zkevm,0xE58564b8Ce8344AFDFE3a111bC0B541ee7F5f7Fa,3.0
zkevm,0x057Ab78cA022689c6A4937fA8fc43665346BDB1C,1.0
zkevm,0x18C449e8be17bD57E4d20DBc936cA1cd2554e56d,1.0
zkevm,0x828AE2080d961CfFF81e418089f1D01C08E6713F,3.005562
zkevm,0x6648D39dd323adc816CADcAdA011d2c497C5257b,0.481609
zkevm,0x98a274bB5B21CF554a0A80A5BBd41Fe74CaeDfA2,2.0
zkevm,0x725b629153C9ec6A3BF5FA96608C345711eece5E,1.0
zkevm,0x8164BCd381c18403e069c06Fe39FF9f63Bc9F8cc,2.480483
zkevm,0xB8f974A14720fEa32d04553ebeD347614b2529d7,0.5
zkevm,0x43bEAAf55b402A7b59b8d2696eC040Fd09f6c001,1.0
zkevm,0x6aA5d01e66d277aBbdfa2f631b90D66be9Ad113c,0.002354
zkevm,0x35eaA1dB8103f5105F2A2A756aC68Df87b1F5dA2,1.20949
zkevm,0x4EA642D60ffE923A9f3924C8832b3C1Ba5089e51,5.0
zkevm,0xb760bd106F186417a980757005DF91644eC8B7a1,0.67808
zkevm,0x3c8ab3bFB68149717F573174c8eC71577228009A,1.0
zkevm,0x39c31A899662Da8BBA43862c82C8bA531Dc61390,20.0
zkevm,0x90e9Ecc016A6971Cd28ceE85C53e72517A451a38,2200.2433
zkevm,0xf974995A14214106EeCB67af9dB2d03E3C93e304,1.0
zkevm,0x12135a10B522fB2291fb00B7146C6fA8ABbaadB4,15.608647
zkevm,0x5B81f894e5B0D3B7361DEFa454F50736C2aDD7eF,5.0
zkevm,0xc1BcbE74305A789873e983aC10a7E8452796B126,1.0
zkevm,0x1547352f49cb52EA655f469F75e574BF1115F1d5,0.001
zkevm,0xa8337b477b76AB4A2658b7AA247d1542eD150ee1,0.001
zkevm,0xc1550345956Bfd866051982b3e42D72cf2c6AEA6,0.2
zkevm,0xadA608E34e9AD3B7a06eac3C960412D592441Ed3,1.0
zkevm,0xE6C55b0Af75151960005eabAE3fe19528C1B131B,10.0
zkevm,0xE75c50ABa1e857539212f816d4D95F89FB32fF57,1.2
zkevm,0x886E86E2A147BeaCDfAB6BEAd9CFcCb667f5e7f8,0.25
zkevm,0x5E2D0735a33FfA5164BD6bbe33fB8fd1D8274FC3,16.0
zkevm,0x474d7D70207Fc6e133551927dd3cb212B086018f,0.01
zkevm,0x9DF22b0C912a1aA0E7388BD74c698D17d471c100,0.099998
zkevm,0x97088B1BB96D20aa68d7D58a4f3dc905476cE03e,0.01
zkevm,0x3D6cc70dBb3B2B22dF9671eE89E43673b1308840,0.01
zkevm,0x3D6cc70dBb3B2B22dF9671eE89E43673b1308840,0.01
zkevm,0x22b2eEb5a1706301eBE2b10E38c2aFa2154099a7,0.1
zkevm,0xDbd300Eba0F755Bb06DA769A4E1A84E4330068AF,0.999998
zkevm,0x3778d62bf4309947F518C961377aF6feF45Ae48a,1.0
zkevm,0xBfE734E85F32F4d6BeBf9139765736b65f9be3f3,4.98113
zkevm,0x9a1881269998763bfEEc6E28F72cD023E59a4179,0.1
zkevm,0x7D0C256e840E630a7094dF7AEDC8fffC555cDa18,4.731677
zkevm,0x3A0Eb6B4CFa5E093C9DC4620Cb12276B3E7d6B3e,6.193532
zkevm,0xA3E720C5D0B69Eaff253652319F3D04A888F6405,3.711684
zkevm,0x1233E1Eb4C92dA071f263f1F3136aBE170336395,10.884617
zkevm,0xec48ec785B6Bb8f298fe4F4a7868ac4F679E4c39,9.914151
zkevm,0xD563E6A26A1d097dA7D980Bbe076C567f7feA62b,1.0
zkevm,0x80C80A355ac47DC50037d05E6378fAFDa531f519,0.05143
zkevm,0xd6896C0A04eF9C169656383a8eB6f687a25Ed0Ae,10.0
zkevm,0x404F583833d0a05156FF6003da652B6031eBCB55,5.0
zkevm,0xB04E8E968AB545866758897EE07DAc7D2099CDf3,2.0
zkevm,0x3BD0F461df3136C1c931F2CE11FE8AD3E0F799e3,0.1
zkevm,0x8D106c747CD21272D4C9Ff0Af8d53A9C9AcA25d2,2.363771
zkevm,0xBE5E8124edEf0E529f767Cc9E1B29DFA4Fcfa440,0.1
zkevm,0x8E0a55cD81E7562972c8C002b23f12C7D850D6a8,2.0
zkevm,0x94F98fE46b3c96C77EAcF297E86c8d47e5442eE7,1.0
zkevm,0x626488Ec188AE94e78123D8d5f72279b1f99d3E7,4.845896
zkevm,0x14d1B3dD3D492e0B53Da7dd19D6c6ce066E56145,1.1
zkevm,0x1e18265406BB3441d35223AC95fD1839E67ff711,1.1
zkevm,0x36efdf3059fBEE957bFe5b81Bd73D1d18e2FCDAF,1.0
zkevm,0xCe7c9eB669a62Dbcde66CDDF8f073bb64268B533,5.0
zkevm,0xc9BdE66d35d15e606dB3fA0Dc9bFd83532419722,0.014616
zkevm,0xb5F24DD6b07c9C22D45a252Ea43F929b782C8C4A,0.06986
zkevm,0x995A014a6D43Ad9F49DddE79803936Cd1111aB8D,5.0
zkevm,0x09f52E6ae1649551a7AAd0E089E04AC0D622d486,1.0
zkevm,0x21F8dDE1E270850dBa37D489C97717fc0dA7Bb78,8.243543
zkevm,0x960aC523572DF11Cc1bFf9b90d4d5bB4f234E4d2,4.938249
zkevm,0xC7d15f80A49F396e9D5B0c07DB9D727deEaE52fc,88.548215
zkevm,0xd5c02a39Fa5f8e20AB787Ce429C4D795ba5E5934,0.5
zkevm,0x0C4EDF2aCfc2b49B18285CDd7962A28422b53eec,0.5
zkevm,0x7Decc05384062a182A00Dcf049e553bC0Ecb4630,1.0
zkevm,0x181142De6a3666Ddd27bdaC934011D6d8Dc8CE71,0.299999
zkevm,0xaa155507F6aFBE966ACb85Fa077aCF7e1C761a7f,0.01
zkevm,0x024899F1b2E7c3CFc5E3db7F54Ecc284fd775d29,2.763506
zkevm,0x93cAFc0A320db75A0d2f44093486af22f8a2D9CB,1.0
zkevm,0x36d9b6A89196042B5450b4687Aa7C5c315C22Aa9,0.2
zkevm,0xf60FD90FC72E1eb4D2054a24F5DCf7658f166EdA,2.0
zkevm,0x14bD24D3bACeac0B11b1f982FEf54825fCcAd9Bc,0.11
zkevm,0x03d6C99f3Aae91937612BA0e2843C2405e01850d,2.932049
zkevm,0x85E66244B3e5817C338450e98264b8A40bD6D3af,0.693924
zkevm,0x7a6Beb3F40139Fe3f307F12E5644613BBB9eaF89,3.587641
zkevm,0x65d4eF0a2F0b8E7A1AB3817612bB1653b38eaecF,0.1
zkevm,0xFee285cf79719FC3552c5F7c540554f09DAdAD21,0.1
zkevm,0x48a0096B26fe285138b294aFe0Eb1DD705071dcA,1.0
zkevm,0xf5e7CB4F7726A2DDd6f09bdbe0C62e0152394b02,1.9
zkevm,0xE9eC14fFC9AD78FF2a484dDa58f8595756600bE2,9.984297
zkevm,0xB2F9BbC5db84a95B598cAB0C464cF92D584d8900,0.01
zkevm,0x4892Db7037c4A4d1298Fb58cce082008263a8416,5.0
zkevm,0xfB1108B2B93E1CF84823a065f3d9507d8A34224A,5.0
zkevm,0x35e4535B8fB48eb815429104D74b3792d0E730DB,15.486643
zkevm,0xDC19298D0b17B036f219B9A9F1346696917Db7db,0.1
zkevm,0x03Dc142e5D268234de25C0035c1236462C0E689A,0.1
zkevm,0x5aDa127c06914bD926B97237Ee0043445E12Ba3f,0.1
zkevm,0x40D4c1aAC4E94363A707A6DEda79bc1173A90246,0.1
zkevm,0xbcC0439c8F6f4D1B6C329983CA665BA2d65e6219,0.1
zkevm,0xB39Ec3b440eD1d5F6fB01c175bf4B4cF9279B9aA,0.1
zkevm,0x8229BE499978212fDb2ADaC5c5fdBa9E59A353ec,0.1
zkevm,0xAcd60aCD2A07e43eBfF9228Ebc39b83A73Db6477,0.5
zkevm,0x6e785827e3aC54304A1E24698D82657E467ad7D6,0.291784
zkevm,0x85532659390F6C2e7500F9A28ba9Ca26CcF9519d,0.09
zkevm,0x84eFba71f0376A72Dc8dC5837568f78E72Bc5439,1.375
zkevm,0xDB25EA15F345c40c71a3a339E5bE47c2BbF8774f,3.813128
zkevm,0x0fd65dc420fE57ea531DF5aB4Cbb0f0C1f126306,0.5
zkevm,0x1B4983D160b43ABd7861EBd968201099cc559183,1.677141
zkevm,0x15551B41E61f017C89BfdC2d073881B6e3F9aF97,0.1
zkevm,0x3aD34BBC50351b1fDE3e32aA10d26de592A2A1c1,1.0
zkevm,0x04bACD53FD895DDDb93EDa6C46094c49Da536415,0.027
zkevm,0x90e9Ecc016A6971Cd28ceE85C53e72517A451a38,137.138056
zkevm,0x90e9Ecc016A6971Cd28ceE85C53e72517A451a38,15.0
zkevm,0x28ECb498b2f34Dd717AEE529de358005E88669e5,0.025
zkevm,0x5161716F02ebDdE4eB8BDcb80994a69b5951a63C,1.810141
zkevm,0x9a74eC99Bd88ECA680485dA7F32FCa05Af375dcF,0.465971
zkevm,0x121E1573B7C6c15Aa4C036d54BFd2974Cf38a163,0.099999
zkevm,0xc0e2303C29e566a7B9B15c2c98650AB4A25423de,10.193772
zkevm,0x50b5D4768efB012150ab4C24C39924b14aCBB9ce,4.729594
zkevm,0x90e9Ecc016A6971Cd28ceE85C53e72517A451a38,56.57
zkevm,0x820C74a9F2fb6c039F9FD879C3B14b91D752A036,60.304185
zkevm,0x90e9Ecc016A6971Cd28ceE85C53e72517A451a38,10.0
zkevm,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,1.050652
zkevm,0x34cfBeB2417B08934AEE7A71c2349983c48f92c4,8.361346
zkevm,0xc5c76E83d36ACF727E7093BD3d17C6B9ffFf44Bd,1.099999
zkevm,0xc16b6617F39e96a6D284a878907Ceb8B1ae1e7a4,5.0
